file_name,file_name_length,file_size,file_extension,entropy,entropy_mean,entropy_std,compression_ratio,zero_byte_ratio,chi_square,chi_square_normalized,serial_byte_correlation,label,is_encrypted,valid_encryption,variant
docu3.docx,10,9926,docx,6.870281268757231,6.7916888552521675,0.47272556563483953,0.7352407817852106,0.23181543421317752,133124.92242595204,11.799050744443058,0.41713810416406377,CLEAN,0,0,
DAT3.pptx,9,1198749,pptx,7.822881906560001,7.6401210917689415,0.5332770846490174,0.8647531718483186,0.06007179150931513,1002783.3653308575,13.818291054130432,0.1649523907761876,CLEAN,0,0,
DAT1.xlsx,9,102494,xlsx,7.944503580464528,7.658517329517291,0.8172324837241222,0.9658516596093429,0.027728452397213495,16477.18816711222,9.709792856103467,0.06054296357344265,CLEAN,0,0,
DAT.csv,7,263192,csv,5.305621468490483,5.290138327530668,0.02410701680135338,0.19448919420043162,0.0,2265760.134958509,14.633421302374117,0.3574905202310507,CLEAN,0,0,
DAT2.pptx,9,879653,pptx,7.825822298460059,7.6374779918431415,0.5307355981594081,0.8636166761211523,0.05920516385438349,714591.2796511806,13.479467420778382,0.1600056569144222,CLEAN,0,0,
docu2.docx,10,9926,docx,6.870281268757231,6.7916888552521675,0.47272556563483953,0.7352407817852106,0.23181543421317752,133124.92242595204,11.799050744443058,0.41713810416406377,CLEAN,0,0,
DAT3.csv,8,264670,csv,5.3081474208477974,5.293225772048134,0.022856609679542957,0.1940643064948804,0.0,2276486.7537537315,14.63814435432398,0.3552395038637315,CLEAN,0,0,
DAT3.docx,9,255598,docx,7.982719499484513,7.885029178668398,0.27196932597288936,0.9897182294071158,0.012766140580129735,8069.023623033043,8.995911688525267,0.051210104322554906,CLEAN,0,0,
DAT2.csv,8,265335,csv,5.305053300306983,5.289673717565528,0.02370080904269942,0.19344978988825448,0.0,2289955.175996382,14.644043238227821,0.3550319456755941,CLEAN,0,0,
pict11.jpg,10,2765,jpg,7.588605496491412,7.588605496491412,0.0,0.915370705244123,0.033273056057866186,3579.263291139241,8.183191621701406,0.28064319939905913,CLEAN,0,0,
